Municipios;Sexo;Periodo;Total
46076 Bugarra;Total;1999;837
46076 Bugarra;Total;1998;836
46076 Bugarra;Total;1997;""
46076 Bugarra;Total;1996;855
46077 Buñol;Total;2021;9.438
46077 Buñol;Total;2020;9.498
46077 Buñol;Total;2019;9.408
46077 Buñol;Total;2018;9.517
46077 Buñol;Total;2017;9.596
46077 Buñol;Total;2016;9.618
46077 Buñol;Total;2015;9.726
46077 Buñol;Total;2014;9.835
46077 Buñol;Total;2013;9.941
46077 Buñol;Total;2012;9.927
46077 Buñol;Total;2011;9.955
46077 Buñol;Total;2010;10.077
46077 Buñol;Total;2009;10.062
46077 Buñol;Total;2008;9.940
46077 Buñol;Total;2007;9.720
46077 Buñol;Total;2006;9.571
46077 Buñol;Total;2005;9.404
46077 Buñol;Total;2004;9.273
46077 Buñol;Total;2003;9.224
46077 Buñol;Total;2002;9.233
46077 Buñol;Total;2001;9.180
46077 Buñol;Total;2000;9.301
46077 Buñol;Total;1999;9.358
46077 Buñol;Total;1998;9.358
46077 Buñol;Total;1997;""
46077 Buñol;Total;1996;9.410
46078 Burjassot;Total;2021;38.712
46078 Burjassot;Total;2020;38.632
46078 Burjassot;Total;2019;38.024
46078 Burjassot;Total;2018;37.584
46078 Burjassot;Total;2017;37.575
46078 Burjassot;Total;2016;37.324
46078 Burjassot;Total;2015;37.546
46078 Burjassot;Total;2014;37.641
46078 Burjassot;Total;2013;38.148
46078 Burjassot;Total;2012;38.175
46078 Burjassot;Total;2011;38.205
46078 Burjassot;Total;2010;38.170
46078 Burjassot;Total;2009;38.433
46078 Burjassot;Total;2008;37.667
46078 Burjassot;Total;2007;37.402
46078 Burjassot;Total;2006;37.756
46078 Burjassot;Total;2005;37.394
46078 Burjassot;Total;2004;37.330
46078 Burjassot;Total;2003;37.213
46078 Burjassot;Total;2002;36.168
46078 Burjassot;Total;2001;35.682
46078 Burjassot;Total;2000;35.171
46078 Burjassot;Total;1999;34.869
46078 Burjassot;Total;1998;34.426
46078 Burjassot;Total;1997;""
46078 Burjassot;Total;1996;34.061
46079 Calles;Total;2021;368
46079 Calles;Total;2020;355
46079 Calles;Total;2019;355
46079 Calles;Total;2018;342
46079 Calles;Total;2017;345
46079 Calles;Total;2016;364
46079 Calles;Total;2015;391
46079 Calles;Total;2014;417
46079 Calles;Total;2013;458
46079 Calles;Total;2012;464
46079 Calles;Total;2011;491
46079 Calles;Total;2010;464
46079 Calles;Total;2009;448
46079 Calles;Total;2008;439
46079 Calles;Total;2007;449
46079 Calles;Total;2006;405
46079 Calles;Total;2005;390
46079 Calles;Total;2004;384
46079 Calles;Total;2003;390
46079 Calles;Total;2002;419
46079 Calles;Total;2001;415
46079 Calles;Total;2000;434
46079 Calles;Total;1999;425
46079 Calles;Total;1998;434
46079 Calles;Total;1997;""
46079 Calles;Total;1996;435
46080 Camporrobles;Total;2021;1.204
46080 Camporrobles;Total;2020;1.198
46080 Camporrobles;Total;2019;1.191
46080 Camporrobles;Total;2018;1.195
46080 Camporrobles;Total;2017;1.217
46080 Camporrobles;Total;2016;1.255
46080 Camporrobles;Total;2015;1.322
46080 Camporrobles;Total;2014;1.319
46080 Camporrobles;Total;2013;1.372
46080 Camporrobles;Total;2012;1.402
46080 Camporrobles;Total;2011;1.498
46080 Camporrobles;Total;2010;1.487
46080 Camporrobles;Total;2009;1.439
46080 Camporrobles;Total;2008;1.423
46080 Camporrobles;Total;2007;1.405
46080 Camporrobles;Total;2006;1.407
46080 Camporrobles;Total;2005;1.373
46080 Camporrobles;Total;2004;1.372
46080 Camporrobles;Total;2003;1.394
46080 Camporrobles;Total;2002;1.378
46080 Camporrobles;Total;2001;1.387
46080 Camporrobles;Total;2000;1.362
46080 Camporrobles;Total;1999;1.392
46080 Camporrobles;Total;1998;1.379
46080 Camporrobles;Total;1997;""
46080 Camporrobles;Total;1996;1.398
46081 Canals;Total;2021;13.257
46081 Canals;Total;2020;13.516
46081 Canals;Total;2019;13.587
46081 Canals;Total;2018;13.588
46081 Canals;Total;2017;13.631
46081 Canals;Total;2016;13.775
46081 Canals;Total;2015;13.628
46081 Canals;Total;2014;13.360
46081 Canals;Total;2013;12.104
46081 Canals;Total;2012;14.024
46081 Canals;Total;2011;14.084
46081 Canals;Total;2010;14.079
46081 Canals;Total;2009;13.941
46081 Canals;Total;2008;13.851
46081 Canals;Total;2007;13.771
46081 Canals;Total;2006;13.150
46081 Canals;Total;2005;13.635
46081 Canals;Total;2004;13.671
46081 Canals;Total;2003;13.669
46081 Canals;Total;2002;13.040
46081 Canals;Total;2001;13.317
46081 Canals;Total;2000;13.080
46081 Canals;Total;1999;12.937
46081 Canals;Total;1998;12.857
46081 Canals;Total;1997;""
46081 Canals;Total;1996;12.886
46082 Canet d'En Berenguer;Total;2021;6.812
46082 Canet d'En Berenguer;Total;2020;6.765
46082 Canet d'En Berenguer;Total;2019;6.697
46082 Canet d'En Berenguer;Total;2018;6.575
46082 Canet d'En Berenguer;Total;2017;6.473
46082 Canet d'En Berenguer;Total;2016;6.513
46082 Canet d'En Berenguer;Total;2015;6.426
46082 Canet d'En Berenguer;Total;2014;6.296
46082 Canet d'En Berenguer;Total;2013;6.009
46082 Canet d'En Berenguer;Total;2012;6.014
46082 Canet d'En Berenguer;Total;2011;5.853
46082 Canet d'En Berenguer;Total;2010;5.598
46082 Canet d'En Berenguer;Total;2009;5.569
46082 Canet d'En Berenguer;Total;2008;5.418
46082 Canet d'En Berenguer;Total;2007;5.060
46082 Canet d'En Berenguer;Total;2006;4.696
46082 Canet d'En Berenguer;Total;2005;4.327
46082 Canet d'En Berenguer;Total;2004;3.669
46082 Canet d'En Berenguer;Total;2003;3.543
46082 Canet d'En Berenguer;Total;2002;2.712
46082 Canet d'En Berenguer;Total;2001;2.673
46082 Canet d'En Berenguer;Total;2000;2.562
46082 Canet d'En Berenguer;Total;1999;2.216
46082 Canet d'En Berenguer;Total;1998;2.244
46082 Canet d'En Berenguer;Total;1997;""
46082 Canet d'En Berenguer;Total;1996;1.975
46083 Carcaixent;Total;2021;20.494
46083 Carcaixent;Total;2020;20.436
46083 Carcaixent;Total;2019;20.358
46083 Carcaixent;Total;2018;20.424
46083 Carcaixent;Total;2017;20.483
46083 Carcaixent;Total;2016;20.520
46083 Carcaixent;Total;2015;20.479
46083 Carcaixent;Total;2014;20.613
46083 Carcaixent;Total;2013;20.590
46083 Carcaixent;Total;2012;20.779
46083 Carcaixent;Total;2011;20.687
46083 Carcaixent;Total;2010;20.935
46083 Carcaixent;Total;2009;21.735
46083 Carcaixent;Total;2008;21.973
46083 Carcaixent;Total;2007;21.695
46083 Carcaixent;Total;2006;21.753
46083 Carcaixent;Total;2005;21.299
46083 Carcaixent;Total;2004;21.119
46083 Carcaixent;Total;2003;21.051
46083 Carcaixent;Total;2002;20.851
46083 Carcaixent;Total;2001;20.678
46083 Carcaixent;Total;2000;20.609
46083 Carcaixent;Total;1999;20.487
46083 Carcaixent;Total;1998;20.722
46083 Carcaixent;Total;1997;""
46083 Carcaixent;Total;1996;20.397
46084 Càrcer;Total;2021;1.822
46084 Càrcer;Total;2020;1.827
46084 Càrcer;Total;2019;1.862
46084 Càrcer;Total;2018;1.876
46084 Càrcer;Total;2017;1.923
46084 Càrcer;Total;2016;1.949
46084 Càrcer;Total;2015;1.965
46084 Càrcer;Total;2014;1.952
46084 Càrcer;Total;2013;2.029
46084 Càrcer;Total;2012;2.051
46084 Càrcer;Total;2011;2.081
46084 Càrcer;Total;2010;2.062
46084 Càrcer;Total;2009;2.109
46084 Càrcer;Total;2008;2.120
46084 Càrcer;Total;2007;2.095
46084 Càrcer;Total;2006;2.030
46084 Càrcer;Total;2005;2.040
46084 Càrcer;Total;2004;2.026
46084 Càrcer;Total;2003;2.009
46084 Càrcer;Total;2002;2.018
46084 Càrcer;Total;2001;2.018
46084 Càrcer;Total;2000;2.070
46084 Càrcer;Total;1999;2.069
46084 Càrcer;Total;1998;2.034
46084 Càrcer;Total;1997;""
46084 Càrcer;Total;1996;2.022
46085 Carlet;Total;2021;15.851
46085 Carlet;Total;2020;15.740
46085 Carlet;Total;2019;15.598
46085 Carlet;Total;2018;15.514
46085 Carlet;Total;2017;15.446
46085 Carlet;Total;2016;15.384
46085 Carlet;Total;2015;15.397
46085 Carlet;Total;2014;15.351
46085 Carlet;Total;2013;15.335
46085 Carlet;Total;2012;15.296
46085 Carlet;Total;2011;15.485
46085 Carlet;Total;2010;15.606
46085 Carlet;Total;2009;15.527
46085 Carlet;Total;2008;15.366
46085 Carlet;Total;2007;15.189
46085 Carlet;Total;2006;14.952
46085 Carlet;Total;2005;14.812
46085 Carlet;Total;2004;14.622
46085 Carlet;Total;2003;14.398
46085 Carlet;Total;2002;14.080
46085 Carlet;Total;2001;13.728
46085 Carlet;Total;2000;13.975
46085 Carlet;Total;1999;14.041
46085 Carlet;Total;1998;14.056
46085 Carlet;Total;1997;""
46085 Carlet;Total;1996;14.366
46086 Carrícola;Total;2021;102
46086 Carrícola;Total;2020;99
46086 Carrícola;Total;2019;94
46086 Carrícola;Total;2018;93
46086 Carrícola;Total;2017;95
46086 Carrícola;Total;2016;95
46086 Carrícola;Total;2015;98
46086 Carrícola;Total;2014;99
46086 Carrícola;Total;2013;105
46086 Carrícola;Total;2012;98
46086 Carrícola;Total;2011;93
46086 Carrícola;Total;2010;93
46086 Carrícola;Total;2009;90
46086 Carrícola;Total;2008;82
46086 Carrícola;Total;2007;94
46086 Carrícola;Total;2006;88
46086 Carrícola;Total;2005;81
46086 Carrícola;Total;2004;79
46086 Carrícola;Total;2003;83
46086 Carrícola;Total;2002;81
46086 Carrícola;Total;2001;78
46086 Carrícola;Total;2000;73
46086 Carrícola;Total;1999;75
46086 Carrícola;Total;1998;78
46086 Carrícola;Total;1997;""
46086 Carrícola;Total;1996;77
46087 Casas Altas;Total;2021;132
46087 Casas Altas;Total;2020;131
46087 Casas Altas;Total;2019;131
46087 Casas Altas;Total;2018;136
46087 Casas Altas;Total;2017;139
46087 Casas Altas;Total;2016;148
46087 Casas Altas;Total;2015;146
46087 Casas Altas;Total;2014;149
46087 Casas Altas;Total;2013;159
46087 Casas Altas;Total;2012;158
46087 Casas Altas;Total;2011;168
46087 Casas Altas;Total;2010;180
46087 Casas Altas;Total;2009;182
46087 Casas Altas;Total;2008;188
46087 Casas Altas;Total;2007;178
46087 Casas Altas;Total;2006;164
46087 Casas Altas;Total;2005;159
46087 Casas Altas;Total;2004;158
46087 Casas Altas;Total;2003;156
46087 Casas Altas;Total;2002;159
46087 Casas Altas;Total;2001;155
46087 Casas Altas;Total;2000;157
46087 Casas Altas;Total;1999;158
46087 Casas Altas;Total;1998;163
46087 Casas Altas;Total;1997;""
46087 Casas Altas;Total;1996;165
46088 Casas Bajas;Total;2021;164
46088 Casas Bajas;Total;2020;163
46088 Casas Bajas;Total;2019;164
46088 Casas Bajas;Total;2018;172
46088 Casas Bajas;Total;2017;172
46088 Casas Bajas;Total;2016;179
46088 Casas Bajas;Total;2015;188
46088 Casas Bajas;Total;2014;195
46088 Casas Bajas;Total;2013;213
46088 Casas Bajas;Total;2012;221
46088 Casas Bajas;Total;2011;243
46088 Casas Bajas;Total;2010;234
46088 Casas Bajas;Total;2009;235
46088 Casas Bajas;Total;2008;231
46088 Casas Bajas;Total;2007;244
46088 Casas Bajas;Total;2006;227
46088 Casas Bajas;Total;2005;237
46088 Casas Bajas;Total;2004;243
46088 Casas Bajas;Total;2003;260
46088 Casas Bajas;Total;2002;274
46088 Casas Bajas;Total;2001;282
46088 Casas Bajas;Total;2000;286
46088 Casas Bajas;Total;1999;292
46088 Casas Bajas;Total;1998;300
46088 Casas Bajas;Total;1997;""
46088 Casas Bajas;Total;1996;316
46089 Casinos;Total;2021;2.881
46089 Casinos;Total;2020;2.780
46089 Casinos;Total;2019;2.777
46089 Casinos;Total;2018;2.773
46089 Casinos;Total;2017;2.759
46089 Casinos;Total;2016;2.783
46089 Casinos;Total;2015;2.785
46089 Casinos;Total;2014;2.829
46089 Casinos;Total;2013;2.842
46089 Casinos;Total;2012;2.864
46089 Casinos;Total;2011;2.842
46089 Casinos;Total;2010;2.593
46089 Casinos;Total;2009;2.585
46089 Casinos;Total;2008;2.590
46089 Casinos;Total;2007;2.560
46089 Casinos;Total;2006;2.493
46089 Casinos;Total;2005;2.408
46089 Casinos;Total;2004;2.382
46089 Casinos;Total;2003;2.313
46089 Casinos;Total;2002;2.352
46089 Casinos;Total;2001;2.358
46089 Casinos;Total;2000;2.395
46089 Casinos;Total;1999;2.397
46089 Casinos;Total;1998;2.316
46089 Casinos;Total;1997;""
46089 Casinos;Total;1996;2.292
46257 Castelló;Total;2021;6.996
46257 Castelló;Total;2020;7.054
46257 Castelló;Total;2019;7.049
46257 Castelló;Total;2018;7.095
46257 Castelló;Total;2017;7.209
46257 Castelló;Total;2016;7.266
46257 Castelló;Total;2015;7.270
46257 Castelló;Total;2014;7.321
46257 Castelló;Total;2013;7.458
46257 Castelló;Total;2012;7.482
46257 Castelló;Total;2011;7.595
46257 Castelló;Total;2010;7.686
46257 Castelló;Total;2009;7.748
46257 Castelló;Total;2008;7.666
46257 Castelló;Total;2007;7.493
46257 Castelló;Total;2006;7.379
46257 Castelló;Total;2005;7.280
46257 Castelló;Total;2004;7.239
46257 Castelló;Total;2003;7.286
46257 Castelló;Total;2002;7.189
46257 Castelló;Total;2001;7.012
46257 Castelló;Total;2000;6.950
46257 Castelló;Total;1999;6.930
46257 Castelló;Total;1998;7.030
46257 Castelló;Total;1997;""
46257 Castelló;Total;1996;7.089
46090 Castelló de Rugat;Total;2021;2.316
46090 Castelló de Rugat;Total;2020;2.298
46090 Castelló de Rugat;Total;2019;2.274
46090 Castelló de Rugat;Total;2018;2.275
46090 Castelló de Rugat;Total;2017;2.278
46090 Castelló de Rugat;Total;2016;2.277
46090 Castelló de Rugat;Total;2015;2.287
46090 Castelló de Rugat;Total;2014;2.302
46090 Castelló de Rugat;Total;2013;2.328
46090 Castelló de Rugat;Total;2012;2.326
46090 Castelló de Rugat;Total;2011;2.388
46090 Castelló de Rugat;Total;2010;2.423
46090 Castelló de Rugat;Total;2009;2.433
46090 Castelló de Rugat;Total;2008;2.405
46090 Castelló de Rugat;Total;2007;2.391
46090 Castelló de Rugat;Total;2006;2.322
46090 Castelló de Rugat;Total;2005;2.350
46090 Castelló de Rugat;Total;2004;2.301
46090 Castelló de Rugat;Total;2003;2.254
46090 Castelló de Rugat;Total;2002;2.194
46090 Castelló de Rugat;Total;2001;2.063
46090 Castelló de Rugat;Total;2000;2.057
46090 Castelló de Rugat;Total;1999;2.050
46090 Castelló de Rugat;Total;1998;2.052
46090 Castelló de Rugat;Total;1997;""
46090 Castelló de Rugat;Total;1996;2.069
46091 Castellonet de la Conquesta;Total;2021;139
46091 Castellonet de la Conquesta;Total;2020;141
46091 Castellonet de la Conquesta;Total;2019;147
46091 Castellonet de la Conquesta;Total;2018;145
46091 Castellonet de la Conquesta;Total;2017;138
46091 Castellonet de la Conquesta;Total;2016;141
46091 Castellonet de la Conquesta;Total;2015;133
46091 Castellonet de la Conquesta;Total;2014;146
46091 Castellonet de la Conquesta;Total;2013;152
46091 Castellonet de la Conquesta;Total;2012;169
46091 Castellonet de la Conquesta;Total;2011;176
46091 Castellonet de la Conquesta;Total;2010;165
46091 Castellonet de la Conquesta;Total;2009;153
46091 Castellonet de la Conquesta;Total;2008;164
46091 Castellonet de la Conquesta;Total;2007;173
46091 Castellonet de la Conquesta;Total;2006;181
46091 Castellonet de la Conquesta;Total;2005;168
46091 Castellonet de la Conquesta;Total;2004;172
46091 Castellonet de la Conquesta;Total;2003;144
46091 Castellonet de la Conquesta;Total;2002;138
46091 Castellonet de la Conquesta;Total;2001;147
46091 Castellonet de la Conquesta;Total;2000;154
46091 Castellonet de la Conquesta;Total;1999;148
46091 Castellonet de la Conquesta;Total;1998;147
46091 Castellonet de la Conquesta;Total;1997;""
46091 Castellonet de la Conquesta;Total;1996;144
46092 Castielfabib;Total;2021;299
46092 Castielfabib;Total;2020;308
46092 Castielfabib;Total;2019;317
46092 Castielfabib;Total;2018;306
46092 Castielfabib;Total;2017;311
46092 Castielfabib;Total;2016;330
46092 Castielfabib;Total;2015;275
46092 Castielfabib;Total;2014;282
46092 Castielfabib;Total;2013;262
46092 Castielfabib;Total;2012;301
46092 Castielfabib;Total;2011;342
46092 Castielfabib;Total;2010;374
46092 Castielfabib;Total;2009;365
46092 Castielfabib;Total;2008;232
46092 Castielfabib;Total;2007;244
46092 Castielfabib;Total;2006;256
46092 Castielfabib;Total;2005;276
46092 Castielfabib;Total;2004;284
46092 Castielfabib;Total;2003;294
46092 Castielfabib;Total;2002;508
46092 Castielfabib;Total;2001;511
46092 Castielfabib;Total;2000;519
46092 Castielfabib;Total;1999;522
46092 Castielfabib;Total;1998;536
46092 Castielfabib;Total;1997;""
46092 Castielfabib;Total;1996;561
46093 Catadau;Total;2021;2.846
46093 Catadau;Total;2020;2.804
46093 Catadau;Total;2019;2.777
46093 Catadau;Total;2018;2.830
46093 Catadau;Total;2017;2.773
46093 Catadau;Total;2016;2.737
46093 Catadau;Total;2015;2.761
46093 Catadau;Total;2014;2.754
46093 Catadau;Total;2013;2.789
46093 Catadau;Total;2012;2.766
46093 Catadau;Total;2011;2.760
46093 Catadau;Total;2010;2.712
46093 Catadau;Total;2009;2.729
46093 Catadau;Total;2008;2.649
46093 Catadau;Total;2007;2.619
46093 Catadau;Total;2006;2.578
46093 Catadau;Total;2005;2.525
46093 Catadau;Total;2004;2.487
46093 Catadau;Total;2003;2.469
46093 Catadau;Total;2002;2.371
46093 Catadau;Total;2001;2.351
46093 Catadau;Total;2000;2.345
46093 Catadau;Total;1999;2.301
46093 Catadau;Total;1998;2.273
46093 Catadau;Total;1997;""
46093 Catadau;Total;1996;2.189
46094 Catarroja;Total;2021;28.509
46094 Catarroja;Total;2020;28.608
46094 Catarroja;Total;2019;28.120
46094 Catarroja;Total;2018;27.827
46094 Catarroja;Total;2017;27.752
46094 Catarroja;Total;2016;27.728
46094 Catarroja;Total;2015;27.688
46094 Catarroja;Total;2014;27.478
46094 Catarroja;Total;2013;27.654
46094 Catarroja;Total;2012;27.697
46094 Catarroja;Total;2011;27.330
46094 Catarroja;Total;2010;27.175
46094 Catarroja;Total;2009;27.035
46094 Catarroja;Total;2008;26.552
46094 Catarroja;Total;2007;25.650
46094 Catarroja;Total;2006;24.916
46094 Catarroja;Total;2005;23.895
46094 Catarroja;Total;2004;22.904
46094 Catarroja;Total;2003;22.353
46094 Catarroja;Total;2002;21.414
46094 Catarroja;Total;2001;20.846
46094 Catarroja;Total;2000;20.616
46094 Catarroja;Total;1999;20.692
46094 Catarroja;Total;1998;20.463
46094 Catarroja;Total;1997;""
46094 Catarroja;Total;1996;20.627
46095 Caudete de las Fuentes;Total;2021;701
46095 Caudete de las Fuentes;Total;2020;711
46095 Caudete de las Fuentes;Total;2019;700
46095 Caudete de las Fuentes;Total;2018;696
46095 Caudete de las Fuentes;Total;2017;706
46095 Caudete de las Fuentes;Total;2016;743
46095 Caudete de las Fuentes;Total;2015;724
46095 Caudete de las Fuentes;Total;2014;728
46095 Caudete de las Fuentes;Total;2013;692
46095 Caudete de las Fuentes;Total;2012;747
46095 Caudete de las Fuentes;Total;2011;774
46095 Caudete de las Fuentes;Total;2010;760
46095 Caudete de las Fuentes;Total;2009;800
46095 Caudete de las Fuentes;Total;2008;796
46095 Caudete de las Fuentes;Total;2007;773
46095 Caudete de las Fuentes;Total;2006;786
46095 Caudete de las Fuentes;Total;2005;783
46095 Caudete de las Fuentes;Total;2004;795
46095 Caudete de las Fuentes;Total;2003;794
46095 Caudete de las Fuentes;Total;2002;811
46095 Caudete de las Fuentes;Total;2001;809
46095 Caudete de las Fuentes;Total;2000;805
46095 Caudete de las Fuentes;Total;1999;808
46095 Caudete de las Fuentes;Total;1998;812
46095 Caudete de las Fuentes;Total;1997;""
46095 Caudete de las Fuentes;Total;1996;845
46096 Cerdà;Total;2021;345
46096 Cerdà;Total;2020;331
46096 Cerdà;Total;2019;331
46096 Cerdà;Total;2018;334
46096 Cerdà;Total;2017;341
46096 Cerdà;Total;2016;363
46096 Cerdà;Total;2015;361
46096 Cerdà;Total;2014;386
46096 Cerdà;Total;2013;383
46096 Cerdà;Total;2012;407
46096 Cerdà;Total;2011;394
46096 Cerdà;Total;2010;371
46096 Cerdà;Total;2009;379
46096 Cerdà;Total;2008;379
46096 Cerdà;Total;2007;348
46096 Cerdà;Total;2006;312
46096 Cerdà;Total;2005;304
46096 Cerdà;Total;2004;291
46096 Cerdà;Total;2003;279
46096 Cerdà;Total;2002;286
46096 Cerdà;Total;2001;291
46096 Cerdà;Total;2000;287
46096 Cerdà;Total;1999;296
46096 Cerdà;Total;1998;293
46096 Cerdà;Total;1997;""
46096 Cerdà;Total;1996;282
46107 Chella;Total;2021;2.437
46107 Chella;Total;2020;2.472
46107 Chella;Total;2019;2.435
46107 Chella;Total;2018;2.469
46107 Chella;Total;2017;2.513
46107 Chella;Total;2016;2.530
46107 Chella;Total;2015;2.604
46107 Chella;Total;2014;2.683
46107 Chella;Total;2013;2.752
46107 Chella;Total;2012;2.776
46107 Chella;Total;2011;2.798
46107 Chella;Total;2010;2.820
46107 Chella;Total;2009;2.807
46107 Chella;Total;2008;2.860
46107 Chella;Total;2007;2.776
46107 Chella;Total;2006;2.701
46107 Chella;Total;2005;2.666
46107 Chella;Total;2004;2.618
46107 Chella;Total;2003;2.592
46107 Chella;Total;2002;2.566
46107 Chella;Total;2001;2.511
46107 Chella;Total;2000;2.527
46107 Chella;Total;1999;2.528
46107 Chella;Total;1998;2.525
46107 Chella;Total;1997;""
46107 Chella;Total;1996;2.539
46106 Chelva;Total;2021;1.583
46106 Chelva;Total;2020;1.531
46106 Chelva;Total;2019;1.489
46106 Chelva;Total;2018;1.498
46106 Chelva;Total;2017;1.516
46106 Chelva;Total;2016;1.466
46106 Chelva;Total;2015;1.446
46106 Chelva;Total;2014;1.463
46106 Chelva;Total;2013;1.507
46106 Chelva;Total;2012;1.627
46106 Chelva;Total;2011;1.683
46106 Chelva;Total;2010;1.734
46106 Chelva;Total;2009;1.782
46106 Chelva;Total;2008;1.803
46106 Chelva;Total;2007;1.839
46106 Chelva;Total;2006;1.877
